Speaker,Talk
红玉,奶奶有什么话，只管吩咐我说去．若说的不齐全，误了***事，凭奶奶责罚就是了。
凤姐,你是那位小姐房里的？我使你出去，他回来找你，我好替你说的。
红玉,我是宝二爷房里的。
凤姐,嗳哟！你原来是宝玉房里的，怪道呢．也罢了，等他问，我替你说．你到我们家，告诉你平姐姐：外头屋里桌子上汝窑盘子架儿底下放着一卷银子，那是一百六十两，给绣匠的工价，等张材家的来要，当面称给他瞧了，再给他拿去．再里头床头间有一个小荷包拿了来。
红玉,姐姐，不知道二奶奶往那里去了？
司棋,没理论。
红玉,姑娘们可知道二奶奶那去了？探春道：麝月，待书，入画，莺儿等一群人来了．晴雯一见了红玉，便说道：
红玉,昨儿二爷说了，今儿不用浇花，过一日浇一回罢．我喂雀儿的时侯，姐姐还睡觉呢。
碧痕,茶炉子呢？
红玉,今儿不该我グ的班儿，有茶没茶别问我。
绮霰,你听听他的嘴！你们别说了，让他逛去罢。
红玉,你们再问问我逛了没有．二奶奶使唤我说话取东西的。
晴雯,怪道呢！原来爬上高枝儿去了，把我们不放在眼里．不知说了一句话半句话，名儿姓儿知道了不曾呢，就把他兴的这样！这一遭半遭儿的算不得什么，过了后儿还得听呵！有本事从今儿出了这园子，长长远远的在高枝儿上才算得。
红玉,平姐姐说，奶奶刚出来了，他就把银子收了起来，才张材家的来讨，当面称了给他拿去了。
荷,平姐姐教我回奶奶：才旺儿进来讨***示下，好往那家子去．平姐姐就把那话按着***主意打发他去了．
凤姐,他怎么按我的主意打发去了？
红玉,平姐姐说：我们奶奶问这里奶奶好．原是我们二爷不在家，虽然迟了两天，只管请奶奶放心．等五奶奶好些，我们奶奶还会了五奶奶来瞧奶奶呢．五奶奶前儿打发了人来说，舅奶奶带了信来了，问奶奶好，还要和这里的姑奶奶寻两丸延年神验万全丹．若有了，奶奶打发人来，只管送在我们奶奶这里．明儿有人去，就顺路给那边舅奶奶带去的。
李氏,嗳哟哟！这些话我就不懂了．什么`奶奶-`爷爷-的一大堆。
凤姐,怨不得你不懂，这是四五门子的话呢。
李宫裁,都象你泼皮破落户才好．
凤姐,这一个丫头就好．方才两遭，说话虽不多，听那口声就简断。
凤姐,你怎么笑？你说我年轻，比你能大几岁，就作你的妈了？你还作春梦呢！你打听打听，这些人头比你大的大的，赶着我叫妈，我还不理．今儿抬举了你呢！
红玉,我不是笑这个，我笑奶奶认错了辈数了．我妈是***女儿，这会子又认我作女儿。
凤姐,谁是你妈？
李宫裁,你原来不认得他？他是林之孝之女。
凤姐,哦！原来是他的丫头。
红玉,十七岁了。
红玉,原叫红玉的，因为重了宝二爷，如今只叫红儿了。
凤姐,讨人嫌的很！得了玉的益似的，你也玉，我也玉。
李氏,你可是又多心了．他进来在先，你说话在后，怎么怨的他妈！
凤姐,既这么着，明儿我和宝玉说，叫他再要人去，叫这丫头跟我去．可不知本人愿意不愿意？
红玉,愿意不愿意，我们也不敢说．只是跟着奶奶，我们也学些眉眼高低，出入上下，大小的事也得见识见识。
宝玉,好妹妹，你昨儿可告我了不曾？教我悬了一夜心。
林黛玉,把屋子收拾了，撂下一扇纱屉，看那大燕子回来，把帘子放下来，拿狮子倚住，烧了香就把炉罩上。
探春,宝哥哥，身上好？我整整的三天没见你了。
宝玉,妹妹身上好？我前儿还在大嫂子跟前问你呢。
探春,宝哥哥，你往这里来，我和你说话。
探春,这几天老爷可曾叫你？
宝玉,没有叫。
探春,昨儿我恍惚听见说老爷叫你出去的。
宝玉,那想是别人听错了，并没叫的。
探春,这几个月，我又攒下有十来吊钱了，你还拿了去，明儿出门逛去的时侯，或是好字画，好轻巧顽意儿，替我带些来。
宝玉,我这么城里城外，大廊小庙的逛，也没见个新奇精致东西，左不过是那些金玉铜磁没处撂的古董，再就是绸缎吃食衣服了。
探春,谁要这些．怎么象你上回买的那柳枝儿编的小篮子，整竹子根抠的香盒儿，胶泥垛的风炉儿，这就好了．我喜欢的什么似的，谁知他们都爱上了，都当宝贝似的抢了去了。
宝玉,原来要这个．这不值什么，拿五百钱出去给小子们，管拉一车来。
探春,小厮们知道什么．你拣那朴而不俗，直而不拙者，这些东西，你多多的替我带了来．我还象上回的鞋作一双你穿，比那一双还加工夫，如何呢？
宝玉,你提起鞋来，我想起个故事：那一回我穿着，可巧遇见了老爷，老爷就不受用，问是谁作的．我那里敢提`三妹妹-三个字，我就回说是前儿我生日，是舅母给的．老爷听了是舅母给的，才不好说什么，半日还说：`何苦来！虚耗人力，作践绫罗，作这样的东西．-我回来告诉了袭人，袭人说这还罢了，赵姨娘气的抱怨的了不得：`正经兄弟，鞋搭拉袜搭拉的没人看的见，且作这些东西！-
探春,这话糊涂到什么田地！怎么我是该作鞋的人么？环儿难道没有分例的，没有人的？一般的衣裳是衣裳，鞋袜是鞋袜，丫头老婆一屋子，怎么抱怨这些话！给谁听呢！我不过是闲着没事儿，作一双半双，爱给那个哥哥弟弟，随我的心．谁敢管我不成！这也是白气。
宝玉,你不知道，他心里自然又有个想头了。
探春,连你也糊涂了！他那想头自然是有的，不过是那阴微鄙贱的见识．他只管这么想，我只管认得老爷，太太两个人，别人我一概不管．就是姊妹弟兄跟前，谁和我好，我就和谁好，什么偏的庶的，我也不知道．论理我不该说他，但忒昏愦的不象了！还有笑话呢：就是上回我给你那钱，替我带那顽的东西．过了两天，他见了我，也是说没钱使，怎么难，我也不理论．谁知后来丫头们出去了，他就抱怨起来，说我攒的钱为什么给你使，倒不给环儿使呢．我听见这话，又好笑又好气，我就出来往太太跟前去了．
宝钗,说完了，来罢．显见的是哥哥妹妹了，丢下别人，且说梯己去．我们听一句儿就使不得了！
锦,这是他心里生了气，也不收拾这花儿来了．待我送了去，明儿再问着他。
宝玉,我就来。
宝玉,这不知是那房里的丫头，受了委曲，跑到这个地方来哭。
林黛玉,人人都笑我有些痴病，难道还有一个痴子不成？
林黛玉,啐！我道是谁，原来是这个狠心短命的……
宝玉,你且站住．我知你不理我，我只说一句话，从今后撂开手。
林黛玉,有一句话，请说来。
宝玉,两句话，说了你听不听？
宝玉,既有今日，何必当初！
林黛玉,当初怎么样？今日怎么样？
宝玉,当初姑娘来了，那不是我陪着顽笑？凭我心爱的，姑娘要，就拿去，我爱吃的，听见姑娘也爱吃，连忙干干净净收着等姑娘吃．一桌子吃饭，一床上睡觉．丫头们想不到的，我怕姑娘生气，我替丫头们想到了．我心里想着：姊妹们从小儿长大，亲也罢，热也罢，和气到了儿，才见得比人好．如今谁承望姑娘人大心大，不把我放在眼睛里，倒把外四路的什么宝姐姐凤姐姐的放在心坎儿上，倒把我三日不理四日不见的．我又没个亲兄弟亲姊妹．——虽然有两个，你难道不知道是和我隔母的？我也和你似的独出，只怕同我的心一样．谁知我是白操了这个心，弄的有冤无处诉！
宝玉,我也知道我如今不好了，但只凭着怎么不好，万不敢在妹妹跟前有错处．便有一二分错处，你倒是或教导我，戒我下次，或骂我两句，打我两下，我都不灰心．谁知你总不理我，叫我摸不着头脑，少魂失魄，不知怎么样才好．就便死了，也是个屈死鬼，任凭高僧高道忏悔也不能超生，还得你申明了缘故，我才得托生呢！
黛玉,你既这么说，昨儿为什么我去了，你不叫丫头开门？
宝玉,这话从那里说起？我要是这么样，立刻就死了！
林黛玉,大清早起死呀活的，也不忌讳．你说有呢就有，没有就没有，起什么誓呢。
宝玉,实在没有见你去．就是宝姐姐坐了一坐，就出来了。
林黛玉,是了．想必是你的丫头们懒待动，丧声歪气的也是有的。
宝玉,想必是这个原故．等我回去问了是谁，教训教训他们就好了。
黛玉,你的那些姑娘们也该教训教训，只是我论理不该说．今儿得罪了我的事小，倘或明儿宝姑娘来，什么贝姑娘来，也得罪了，事情岂不大了。
王夫人,大姑娘，你吃那鲍太医的药可好些？
林黛玉,也不过这么着．老太太还叫我吃王大夫的药呢。
宝玉,太太不知道，林妹妹是内症，先天生的弱，所以禁不住一点风寒，不过吃两剂煎药就好了，散了风寒，还是吃丸药的好。
王夫人,前儿大夫说了个丸药的名字，我也忘了。
宝玉,我知道那些丸药，不过叫他吃什么人参养荣丸。
王夫人,不是。
宝玉,八珍益母丸？左归？右归？再不，就是麦味地黄丸。
王夫人,都不是．我只记得有个`金刚-两个字的。
宝玉,从来没听见有个什么`金刚丸-．若有了`金刚丸-，自然有`菩萨散-了！
宝钗,想是天王补心丹．
王夫人,是这个名儿．如今我也糊涂了。
宝玉,太太倒不糊涂，都是叫`金刚-`菩萨-支使糊涂了。
王夫人,扯你娘的臊！又欠你老子捶你了。
宝玉,我老子再不为这个捶我的。
王夫人,既有这个名儿，明儿就叫人买些来吃。
宝玉,这些都不中用的．太太给我三百六十两银子，我替妹妹配一料丸药，包管一料不完就好了。
王夫人,放屁！什么药就这么贵？
宝玉,当真的呢，我这个方子比别的不同．那个药名儿也古怪，一时也说不清．只讲那头胎紫河车，人形带叶参，三百六十两不足．龟大何首乌，千年松根茯苓胆，诸如此类的药都不算为奇，只在群药里算．那为君的药，说起来唬人一跳．前儿薛大哥哥求了我一二年，我才给了他这方子．他拿了方子去又寻了二三年，花了有上千的银子，才配成了．太太不信，只问宝姐姐。
宝钗,我不知道，也没听见．你别叫姨娘问我。
王夫人,到底是宝丫头，好孩子，不撒谎。
宝玉,我说的倒是真话呢，倒说我撒谎。
凤姐,宝兄弟不是撒谎，这倒是有的．上日薛大哥亲自和我来寻珍珠，我问他作什么，他说配药．他还抱怨说，不配也罢了，如今那里知道这么费事．我问他什么药，他说是宝兄弟的方子，说了多少药，我也没工夫听．他说不然我也买几颗珍珠了，只是定要头上带过的，所以来和我寻．他说：`妹妹就没散的，花儿上也得，掐下来，过后儿我拣好的再给妹妹穿了来．-我没法儿，把两枝珠花儿现拆了给他．还要了一块三尺上用大红纱去，乳钵乳了隔面子呢。
凤姐,太阳在屋子里呢！
王夫人,阿弥陀佛，不当家花花的！就是坟里有这个，人家死了几百年，这会子翻尸盗骨的，作了药也不灵！
宝玉,你听见了没有，难道二姐姐也跟着我撒谎不成？
黛玉,舅母听听，宝姐姐不替他圆谎，他支吾着我．
王夫人,宝玉很会欺负你妹妹。
宝玉,太太不知道这原故．宝姐姐先在家里住着，那薛大哥哥的事，他也不知道，何况如今在里头住着呢，自然是越发不知道了．林妹妹才在背后羞我，打谅我撒谎呢。
